date,Direct Normal [W/m^2],Global Horiz [W/m^2],Diffuse Horiz (calc) [W/m^2],Avg Wind Direction @ 30ft [deg from N],Dry Bulb Temp [deg C],Global UVA [W/m^2],Global UVE [W/m^2],Global UVE [Index],Avg Wind Speed @ 30ft [m/s],Peak Wind Speed @ 30ft [m/s]
2020-259-516,-0.834917,-1.69559,0,53.61,25.08,0.063,0,0.012,0.369,0.686
2020-259-517,-0.834917,-1.40518,0,54.6,25.09,0.097,0,0.014,0.529,0.686
2020-259-518,-0.834917,-1.11010,0,50.81,25.09,0.102,0,0.02,0.581,0.784
2020-259-519,-0.834917,-0.716644,0,47.72,25.02,0.112,0,0.018,0.854,0.98
2020-259-520,-0.834917,-0.281037,0,46.23,24.93,0.136,0,0.02,1.062,1.176
2020-259-521,-0.834917,0.074943,0,43.37,24.82,0.168,0.001,0.024,1.148,1.372
2020-259-522,-0.841874,0.281037,0,43.21,24.9,0.176,0.001,0.023,1.264,1.372
2020-259-523,-0.834917,0.281037,0,43.52,25.05,0.204,0.001,0.027,1.24,1.372
2020-259-524,-0.834917,0.281037,0,43.97,25.13,0.204,0.001,0.029,1.179,1.47
2020-259-525,-0.834916,0.669804,0.154570,45.56,25.28,0.23,0.001,0.033,1.065,1.274
2020-259-526,-0.834916,0.889949,0.889949,45.37,25.28,0.258,0.001,0.038,0.973,1.176
2020-259-527,-0.834917,1.41924,1.41924,45.13,25.27,0.286,0.001,0.038,0.892,1.078
2020-259-528,-0.834917,2.10309,2.10309,45.05,25.21,0.325,0.001,0.04,0.727,0.882
2020-259-529,-0.834917,2.77290,2.77290,38.85,25.13,0.353,0.001,0.04,0.763,0.882
2020-259-530,-0.333967,3.43333,3.43333,28.52,25.08,0.399,0.001,0.044,0.693,0.882
2020-259-531,0,4.17340,4.17340,25.74,25.08,0.441,0.001,0.047,0.807,1.078
2020-259-532,0.006958,4.75889,4.75874,22.72,25.13,0.474,0.001,0.049,0.934,1.176
2020-259-533,0,5.85493,5.85493,18.04,25.17,0.525,0.001,0.056,0.593,0.882
2020-259-534,0.083492,6.57158,6.56922,13.15,25.15,0.564,0.001,0.058,0.354,0.686
2020-259-535,0.814044,7.44279,7.41817,18.34,25.17,0.616,0.002,0.064,0.675,1.078
2020-259-536,0.834917,8.29058,8.26264,19.27,25.26,0.662,0.002,0.07,0.539,0.784
2020-259-537,0.758383,9.27421,9.24644,18.21,25.28,0.698,0.002,0.072,0.168,0.49
2020-259-538,0.027831,10.0236,10.0226,33.56,25.33,0.761,0.002,0.08,0.862,1.176
2020-259-539,0.006958,10.9417,10.9414,38.57,25.44,0.809,0.002,0.086,1.037,1.176
2020-259-540,0.048703,11.7567,11.7545,38.33,25.47,0.852,0.002,0.087,1.225,1.372
2020-259-541,0,12.8106,12.8106,39.68,25.59,0.917,0.002,0.096,1.511,1.862
2020-259-542,0,14.0987,14.0987,39.36,25.41,0.964,0.002,0.099,1.599,1.764
2020-259-543,0.006958,15.3633,15.3630,39.54,25.27,1.027,0.003,0.106,1.156,1.666
2020-259-544,0,16.7685,16.7685,38.18,25.1,1.084,0.003,0.113,1.062,1.274
2020-259-545,0,17.8974,17.8974,36,25,1.136,0.003,0.118,1.403,1.568
2020-259-546,0,18.8997,18.8997,34.44,25.06,1.201,0.003,0.124,1.449,1.568
2020-259-547,0.521823,20.0285,19.9916,31.97,25.29,1.258,0.003,0.132,1.517,1.764
2020-259-548,0.834917,21.1293,21.0677,27.74,25.38,1.306,0.003,0.136,1.308,1.764
2020-259-549,5.25302,22.3846,21.9755,19.19,25.24,1.376,0.004,0.143,0.978,1.176
2020-259-550,27.8375,24.7875,22.5371,16.31,25.23,1.437,0.004,0.15,1.008,1.176
2020-259-551,53.1146,28.7688,24.3040,12.27,25.36,1.491,0.004,0.154,0.665,0.882
2020-259-552,62.0413,32.1928,26.7695,19.23,25.4,1.56,0.004,0.163,0.346,0.784
2020-259-553,67.0299,34.2818,28.1925,24.96,25.46,1.625,0.004,0.171,0.474,0.882
2020-259-554,70.4392,36.1507,29.5099,25.6,25.47,1.678,0.004,0.175,0.139,0.588
2020-259-555,73.6953,37.8837,30.6823,34.17,25.64,1.755,0.005,0.184,0.98,1.274
2020-259-556,78.2387,39.6777,31.7633,32.27,25.83,1.82,0.005,0.192,1.075,1.274
2020-259-557,81.3696,41.6684,33.1589,28.32,25.77,1.884,0.005,0.199,1.125,1.274
2020-259-558,68.1849,41.5513,34.1911,30.58,25.77,1.95,0.005,0.206,1.124,1.274
2020-259-559,51.7301,40.7784,35.0216,28.85,25.88,2.016,0.005,0.214,1.739,1.862
2020-259-600,11.8836,36.9095,35.5517,28.49,26.08,2.085,0.006,0.221,1.604,1.764
2020-259-601,3.17268,36.8252,36.4503,28.07,26.03,2.151,0.006,0.228,1.488,1.862
2020-259-602,3.04745,38.1039,37.7324,28.99,26.03,2.217,0.006,0.236,1.134,1.274
2020-259-603,21.5617,41.5325,38.8167,32.25,25.99,2.283,0.006,0.243,1.204,1.47
2020-259-604,98.9446,54.0668,41.3086,34.14,25.93,2.353,0.006,0.251,1.45,1.764
2020-259-605,136.286,62.3386,44.3248,34.36,25.97,2.419,0.006,0.26,1.414,1.568
2020-259-606,142.896,64.8820,45.5020,35.89,25.99,2.486,0.007,0.268,1.446,1.568
2020-259-607,115.302,62.7040,46.6901,34.52,25.93,2.555,0.007,0.275,1.593,1.862
2020-259-608,63.9477,55.4673,46.3693,35.46,25.83,2.622,0.007,0.283,1.504,1.862
2020-259-609,34.9274,51.2190,46.1214,38.22,25.83,2.692,0.007,0.292,2.156,2.548
2020-259-610,21.5965,51.0316,47.8023,37.83,26.02,2.766,0.008,0.301,2.252,2.646
2020-259-611,71.5176,62.6572,51.7196,34.55,26,2.842,0.008,0.309,2.02,2.254
2020-259-612,43.0817,59.2660,52.5480,33.36,26.18,2.913,0.008,0.318,1.63,2.156
2020-259-613,15.3833,53.3267,50.8742,34.49,26.13,2.985,0.008,0.327,0.903,1.176
2020-259-614,11.6541,52.7225,50.8193,28.99,26.09,3.063,0.008,0.336,0.247,0.588
2020-259-615,6.62367,53.1862,52.0838,31.05,26.03,3.142,0.009,0.346,1.152,1.666
2020-259-616,5.64265,53.8982,52.9295,35.54,26.31,3.221,0.009,0.356,1.935,2.254
2020-259-617,10.9305,54.9427,53.0478,40.86,26.59,3.297,0.009,0.364,1.542,2.058
2020-259-618,10.1164,56.7085,54.9170,31.49,26.53,3.368,0.009,0.374,1.003,1.568
2020-259-619,16.1765,63.5330,60.6141,39.57,26.5,3.447,0.01,0.383,0.611,0.882
2020-259-620,30.2727,66.0109,60.4394,33.12,26.42,3.52,0.01,0.393,0.699,1.078
2020-259-621,51.4517,69.9407,60.2963,35.84,26.45,3.6,0.01,0.402,0.849,1.078
2020-259-622,28.7142,67.6783,62.2202,27.35,26.48,3.675,0.01,0.413,1.085,1.47
2020-259-623,4.84948,62.7227,61.7824,29.11,26.53,3.758,0.011,0.422,0.634,1.078
2020-259-624,4.72424,63.6267,62.6934,37.32,26.65,3.842,0.011,0.434,0.978,1.274
2020-259-625,18.3403,67.7392,64.0478,22.84,26.66,3.928,0.011,0.444,0.887,1.568
2020-259-626,19.4536,69.9782,66.0043,26.93,26.63,4.014,0.011,0.455,1.447,1.764
2020-259-627,10.3182,68.6526,66.5104,40.69,26.96,4.098,0.012,0.466,1.037,1.47
2020-259-628,11.8141,70.8587,68.3656,40.48,26.91,4.178,0.012,0.476,1.124,1.274
2020-259-629,5.92095,71.4630,70.1926,37.26,26.8,4.263,0.012,0.487,0.612,1.078
2020-259-630,9.03797,73.7815,71.8093,24.58,26.69,4.35,0.012,0.498,1.065,1.47
2020-259-631,9.35803,75.4162,73.3453,27.99,26.59,4.439,0.013,0.51,1.432,1.764
2020-259-632,15.0285,78.1563,74.7771,34.26,26.55,4.528,0.013,0.521,1.782,2.352
2020-259-633,56.1968,88.8357,75.9965,35.58,26.6,4.637,0.013,0.536,1.924,2.45
2020-259-634,29.6674,87.0371,80.1823,34.28,26.57,4.707,0.014,0.546,1.579,1.96
2020-259-635,14.3467,83.7817,80.4152,31.11,26.46,4.787,0.014,0.556,1.187,1.568
2020-259-636,7.54904,83.8004,82.0011,33.74,26.39,4.874,0.014,0.568,1.014,1.176
2020-259-637,10.3391,86.3954,83.8934,36.11,26.31,4.969,0.015,0.58,0.867,0.98
2020-259-638,18.8274,91.0606,86.4461,37.07,26.26,5.072,0.015,0.594,0.794,1.176
2020-259-639,25.4719,94.5173,88.1783,42.96,26.27,5.172,0.015,0.607,1.045,1.274
2020-259-640,125.029,119.815,88.2650,40.25,26.28,5.368,0.016,0.63,0.604,0.784
2020-259-641,292.144,171.461,96.8877,29.65,26.26,5.631,0.017,0.66,0.846,1.078
2020-259-642,128.640,137.994,104.810,29.62,26.27,5.553,0.016,0.656,0.663,0.98
2020-259-643,16.5870,99.8804,95.5349,30.73,26.3,5.51,0.016,0.654,0.132,0.49
2020-259-644,28.3593,103.112,95.5841,30.76,26.34,5.609,0.017,0.668,0.098,0.098
2020-259-645,146.263,134.101,94.7485,30.12,26.39,5.855,0.017,0.697,0.098,0.098
2020-259-646,219.019,163.090,103.512,27.61,26.45,6.064,0.018,0.722,0.319,0.686
2020-259-647,256.563,175.924,105.265,22.65,26.5,6.229,0.019,0.743,0.82,1.078
2020-259-648,295.143,192.374,110.118,26.35,26.55,6.401,0.019,0.764,0.573,0.784
2020-259-649,308.870,201.105,113.998,31.85,26.6,6.553,0.02,0.784,0.485,0.686
2020-259-650,240.052,186.290,117.816,31.63,26.62,6.563,0.02,0.789,0.168,0.588
2020-259-651,150.626,159.638,116.172,31.67,26.67,6.548,0.02,0.79,0.552,0.882
2020-259-652,116.61,148.757,114.706,32.74,26.69,6.596,0.02,0.8,0.826,0.882
2020-259-653,207.950,174.491,113.027,36.56,26.69,6.866,0.021,0.832,1.196,1.568
2020-259-654,341.523,224.516,122.520,38.51,26.69,7.232,0.022,0.875,1.452,1.568
2020-259-655,329.103,227.701,128.345,39.71,26.7,7.348,0.022,0.892,1.558,1.666
2020-259-656,241.534,203.124,129.434,40.5,26.62,7.322,0.022,0.893,1.532,1.764
2020-259-657,104.552,160.444,128.218,42.48,26.6,7.157,0.022,0.878,1.279,1.568
2020-259-658,83.6099,149.146,123.052,39.55,26.61,7.238,0.022,0.892,1.168,1.47
2020-259-659,214.852,194.946,127.218,34.94,26.63,7.678,0.024,0.943,0.969,1.176
2020-259-700,249.299,214.539,135.164,32.27,26.68,7.893,0.024,0.971,0.738,1.176
2020-259-701,275.188,224.712,136.182,32.93,26.72,8.11,0.025,0.998,0.596,0.882
2020-259-702,296.249,235.949,139.692,32.67,26.8,8.32,0.026,1.025,0.753,0.98
2020-259-703,329.068,246.797,138.775,35.17,26.89,8.52,0.026,1.052,0.354,0.588
2020-259-704,381.445,270.147,143.718,30.46,26.98,8.81,0.027,1.088,0.367,0.588
2020-259-705,333.911,256.891,145.135,25.91,27.04,8.85,0.027,1.097,0.67,0.882
2020-259-706,367.294,269.636,145.497,34.04,27.13,9.05,0.028,1.124,0.559,0.784
2020-259-707,392.425,283.374,149.476,25.23,27.2,9.24,0.029,1.149,0.572,0.98
2020-259-708,385.063,283.856,151.223,24.11,27.31,9.31,0.029,1.162,0.564,0.882
2020-259-709,416.185,296.550,151.857,24.73,27.39,9.55,0.03,1.194,0.858,1.078
2020-259-710,427.832,304.171,154.053,23.03,27.49,9.75,0.031,1.221,0.483,0.784
2020-259-711,414.501,305.248,158.490,20.75,27.58,9.83,0.031,1.235,0.483,0.784
2020-259-712,180.808,227.673,163.168,26.05,27.65,9.15,0.029,1.166,0.506,0.784
2020-259-713,22.3201,153.394,145.347,26.1,27.67,8.68,0.028,1.119,0.266,0.49
2020-259-714,51.2987,160.908,142.223,26.11,27.74,8.87,0.029,1.144,0.098,0.098
2020-259-715,58.6459,169.971,148.473,35.59,27.79,8.99,0.029,1.163,0.121,0.49
2020-259-716,42.0380,164.097,148.550,68.76,27.93,9.02,0.029,1.171,0.758,1.078
2020-259-717,30.6762,160.111,148.658,71.24,27.98,9.08,0.03,1.182,0.866,1.078
2020-259-718,118.927,192.126,147.299,76.8,27.97,9.53,0.031,1.238,0.634,0.784
2020-259-719,94.9300,197.428,161.415,82.2,28.03,9.55,0.031,1.246,0.782,1.078
2020-259-720,135.917,206.590,154.514,79.84,28.04,9.85,0.032,1.284,0.63,0.882
2020-259-721,79.9989,199.522,168.695,77.79,28.07,9.71,0.032,1.275,0.588,0.784
2020-259-722,30.5371,172.116,160.240,72.38,28.12,9.6,0.032,1.267,0.51,0.784
2020-259-723,51.6605,180.009,159.718,81.6,28.13,9.81,0.032,1.296,0.773,0.98
2020-259-724,132.286,221.298,169.024,82.7,28.15,10.29,0.034,1.356,0.745,0.98
2020-259-725,195.572,243.996,166.005,26.6,28.16,10.7,0.035,1.408,0.856,1.176
2020-259-726,143.334,240.216,182.661,2.08,28.19,10.63,0.035,1.406,0.648,0.784
2020-259-727,187.863,251.331,175.259,9.58,28.18,10.91,0.036,1.443,0.436,0.784
2020-259-728,385.933,341.802,184.402,9.51,28.2,11.88,0.039,1.559,0.124,0.294
2020-259-729,447.495,379.292,195.405,9.85,28.25,12.35,0.041,1.62,0.098,0.098
2020-259-730,417.208,385.320,212.576,57.65,28.36,12.39,0.041,1.631,0.379,0.686
2020-259-731,378.009,376.435,218.826,24.12,28.42,12.35,0.041,1.633,0.786,1.176
2020-259-732,252.354,333.801,227.813,5.774,28.43,11.94,0.04,1.591,0.417,0.882
2020-259-733,139.334,275.215,216.241,5.143,28.5,11.5,0.039,1.545,0.129,0.49
2020-259-734,95.6050,254.863,214.077,9.06,28.51,11.32,0.038,1.53,0.799,1.568
2020-259-735,118.551,280.091,229.188,15.35,28.51,11.71,0.04,1.58,0.263,0.686
2020-259-736,195.155,296.747,212.377,5.193,28.52,11.93,0.04,1.613,0.469,0.686
2020-259-737,180.676,289.370,210.667,12.34,28.56,12.03,0.041,1.63,0.287,0.49
2020-259-738,263.632,338.387,222.797,1.192,28.67,12.58,0.043,1.701,0.216,0.588
2020-259-739,253.495,343.891,232.011,31.66,28.78,12.63,0.043,1.712,0.51,0.686
2020-259-740,237.617,342.429,236.801,73.52,28.88,12.74,0.043,1.731,0.753,1.176
2020-259-741,387.617,410.061,236.542,63.38,28.91,13.57,0.046,1.837,0.452,0.882
2020-259-742,474.532,450.399,236.609,12.92,29.01,14.03,0.047,1.897,0.47,0.686
2020-259-743,469.022,453.359,240.652,9.71,29.11,14.13,0.048,1.916,0.276,0.784
2020-259-744,479.096,459.556,240.852,16.66,29.19,14.28,0.048,1.94,0.764,1.274
2020-259-745,471.443,460.675,244.069,17.31,29.18,14.33,0.049,1.954,0.693,0.882
2020-259-746,241.632,448.160,336.512,15.11,29.22,14.27,0.049,1.954,0.601,0.882
2020-259-747,167.610,466.98,388.971,6.339,29.27,14.58,0.05,1.998,0.773,1.176
2020-259-748,373.215,475.711,300.967,34.78,29.26,14.8,0.051,2.031,0.836,1.176
2020-259-749,204.903,480.404,383.822,12.09,29.29,14.89,0.051,2.049,0.658,1.176
2020-259-750,432.299,486.184,281.115,9.11,29.28,15.08,0.052,2.08,0.823,1.176
2020-259-751,485.859,489.791,257.962,23,29.37,15.21,0.053,2.103,0.446,0.882
2020-259-752,475.360,489.472,261.281,5.111,29.47,15.32,0.053,2.125,1.071,1.568
2020-259-753,458.049,473.973,252.725,6.239,29.48,15.31,0.053,2.13,1.32,1.862
2020-259-754,280.240,498.831,362.709,33.76,29.55,15.57,0.054,2.17,1.738,2.254
2020-259-755,298.483,505.693,359.794,42.25,29.61,15.79,0.055,2.204,1.984,2.646
2020-259-756,251.011,510.213,386.787,85.3,29.56,15.96,0.056,2.232,1.624,1.96
2020-259-757,305.844,514.414,363.158,18.5,29.57,16.13,0.057,2.262,1.48,1.96
2020-259-758,178.143,407.517,318.948,10.87,29.57,14.83,0.053,2.107,1.408,2.058
2020-259-759,171.735,390.992,305.154,5.649,29.57,14.78,0.053,2.108,1.612,2.156
2020-259-800,84.0900,299.234,256.894,7.732,29.49,13.94,0.05,2.009,1.416,1.862
2020-259-801,222.561,396.576,283.973,13.24,29.65,15.16,0.054,2.169,1.212,1.568
2020-259-802,450.987,487.519,258.023,19.12,29.65,16.4,0.058,2.332,1.024,1.568
2020-259-803,504.011,538.644,280.796,16.32,29.65,16.96,0.06,2.412,1.442,1.96
2020-259-804,373.966,491.491,299.229,19.62,29.72,16.29,0.058,2.336,0.761,1.176
2020-259-805,380.103,461.940,265.255,13,29.81,16.43,0.059,2.36,1.075,1.47
2020-259-806,460.317,535.174,295.866,11.03,29.8,17.16,0.062,2.462,1.127,1.47
2020-259-807,419.524,495.382,276.000,59.71,29.86,17.05,0.061,2.455,0.544,1.274
2020-259-808,345.138,485.216,303.897,79.59,30,16.79,0.061,2.431,1.537,2.254
2020-259-809,171.574,386.464,295.848,85.2,29.89,15.72,0.058,2.301,1.566,1.862
2020-259-810,171.664,367.596,276.365,82.5,29.82,15.83,0.058,2.321,1.903,2.45
2020-259-811,504.297,547.635,278.412,79.86,29.79,18.29,0.066,2.646,1.8,2.352
2020-259-812,516.034,566.539,289.670,81.9,29.98,18.42,0.067,2.672,1.29,1.764
2020-259-813,523.075,570.740,288.659,84.4,30.06,18.63,0.068,2.709,1.297,1.862
2020-259-814,522.811,572.881,289.527,82,30.04,18.77,0.068,2.736,0.629,1.176
2020-259-815,500.784,561.143,288.360,69.57,30.14,18.73,0.068,2.74,0.541,0.882
2020-259-816,537.603,579.729,285.445,83.5,30.23,19.17,0.07,2.805,1.313,1.764
2020-259-817,538.828,582.376,285.981,44.99,30.3,19.29,0.071,2.83,1.495,2.254
2020-259-818,519.299,575.908,288.878,47.15,30.32,19.29,0.071,2.839,1.148,1.96
2020-259-819,493.000,564.691,290.875,25.07,30.39,19.27,0.071,2.844,1.05,1.274
2020-259-820,499.679,562.209,283.322,82.3,30.46,19.41,0.072,2.871,0.869,1.372
2020-259-821,530.147,570.284,273.016,81.4,30.55,19.61,0.073,2.907,0.89,1.176
2020-259-822,545.579,584.664,277.306,81.6,30.58,19.82,0.074,2.943,0.898,1.274
2020-259-823,493.586,561.203,281.879,22.53,30.58,19.46,0.073,2.902,0.511,0.882
2020-259-824,504.447,557.742,270.925,40.44,30.6,19.6,0.073,2.93,0.323,0.784
2020-259-825,511.690,563.522,271.240,82.1,30.73,19.79,0.074,2.964,0.931,1.372
2020-259-826,532.278,576.479,271.05,75.8,30.65,19.96,0.075,2.996,0.99,1.862
2020-259-827,550.758,586.446,268.992,78.46,30.58,20.21,0.076,3.037,1.156,1.764
2020-259-828,555.225,589.482,268.023,85.4,30.58,20.36,0.077,3.065,1.3,1.666
2020-259-829,553.666,588.498,266.521,81.9,30.56,20.45,0.077,3.085,0.987,1.372
2020-259-830,562.037,593.318,265.036,82.5,30.63,20.6,0.078,3.114,1.493,1.96
2020-259-831,424.318,523.879,275.010,20.32,30.67,19.59,0.075,2.985,1.597,1.96
2020-259-832,514.391,559.046,255.948,59.63,30.7,20.49,0.078,3.115,1.387,1.96
2020-259-833,558.596,592.547,262.025,85.6,30.75,20.86,0.079,3.173,1.555,1.862
2020-259-834,566.304,602.236,265.740,65.2,30.67,21.04,0.08,3.205,1.284,1.666
2020-259-835,559.965,602.071,267.940,86.7,30.66,21.07,0.08,3.219,1.37,1.666
2020-259-836,551.385,601.494,271.108,75.69,30.58,21.13,0.081,3.234,0.665,1.078
2020-259-837,569.154,612.468,270.023,79.56,30.72,21.31,0.082,3.267,1.233,1.666
2020-259-838,577.789,621.489,272.421,28.83,30.89,21.52,0.083,3.302,0.815,1.274
2020-259-839,574.122,625.232,276.974,6.481,30.89,21.53,0.083,3.312,0.518,0.882
2020-259-840,439.035,560.206,292.863,7.778,30.87,20.4,0.079,3.163,0.585,0.882
2020-259-841,380.077,491.236,258.795,66.87,30.96,19.89,0.078,3.1,0.844,1.862
2020-259-842,400.998,524.249,278.036,74.54,31.18,20.39,0.079,3.177,1.939,2.254
2020-259-843,223.505,435.208,297.494,52.62,31.07,18.84,0.074,2.967,1.537,2.156
2020-259-844,364.110,485.027,259.671,23.72,30.86,20.21,0.079,3.165,1.681,2.058
2020-259-845,491.942,588.494,282.960,72.01,30.68,21.34,0.083,3.331,1.437,1.764
2020-259-846,388.914,540.681,298.142,7.446,30.65,20.6,0.081,3.234,0.725,1.176
2020-259-847,149.003,398.602,305.403,3.573,30.74,18.24,0.073,2.908,0.541,0.784
2020-259-848,54.4493,308.974,274.76,55.39,30.81,17.31,0.069,2.779,0.534,0.882
2020-259-849,318.986,468.49,267.382,81.1,30.94,19.9,0.079,3.154,1.044,1.764
2020-259-850,217.642,418.559,280.796,38.31,30.99,19.22,0.077,3.066,1.326,1.96
2020-259-851,148.589,403.300,308.962,7.394,31.06,18.75,0.075,3.006,1.078,1.372
2020-259-852,196.865,415.964,290.408,62.87,31.22,19.45,0.078,3.113,1.354,2.058
2020-259-853,292.800,483.521,296.244,69.72,31.37,20.19,0.081,3.226,2.024,2.548
2020-259-854,97.5551,356.023,293.369,82.6,31.31,18.45,0.075,2.984,1.423,2.254
2020-259-855,218.215,416.966,276.316,78.92,31.24,19.69,0.079,3.168,1.561,1.862
2020-259-856,461.197,606.670,308.488,81.2,31.2,22.39,0.089,3.566,1.305,1.764
2020-259-857,103.997,391.576,324.115,81.2,31.28,18.94,0.077,3.075,1.07,2.156
2020-259-858,80.4814,359.439,307.027,82,31.4,18.76,0.076,3.055,1.375,2.156
2020-259-859,169.805,416.608,305.640,78.91,31.52,19.82,0.08,3.215,2.042,2.646
2020-259-900,517.117,646.830,307.743,81.6,31.47,23.47,0.094,3.75,1.648,2.45
2020-259-901,600.619,739.151,344.067,79.57,31.5,24.34,0.097,3.885,1.302,1.862
2020-259-902,596.794,742.989,349.120,79.43,31.43,24.44,0.098,3.908,1.633,2.254
2020-259-903,591.446,743.000,351.372,79.91,31.53,24.5,0.098,3.926,1.534,2.254
2020-259-904,559.827,725.429,353.522,81.2,31.45,24.28,0.098,3.902,1.681,2.45
2020-259-905,529.001,704.964,352.351,81,31.37,24.17,0.097,3.893,1.444,2.352
2020-259-906,580.228,749.108,361.167,73.78,31.47,24.87,0.1,4.004,1.736,2.45
2020-259-907,426.804,663.362,377.102,68.99,31.36,23.47,0.095,3.807,1.277,1.862
2020-259-908,289.569,555.712,360.862,72.75,31.29,22.12,0.09,3.616,1.668,2.45
2020-259-909,190.344,505.493,377.037,71.87,31.11,21.04,0.087,3.46,1.725,2.254
2020-259-910,239.122,502.711,340.775,79.04,31.24,21.45,0.088,3.524,1.459,2.156
2020-259-911,177.849,496.805,376.069,77.01,31.38,20.81,0.086,3.436,1.646,2.254
2020-259-912,330.026,567.774,342.907,74.45,31.4,22.49,0.092,3.693,1.346,1.862
2020-259-913,172.158,481.490,363.849,76.44,31.55,20.77,0.086,3.442,0.969,1.568
2020-259-914,77.1701,417.144,364.258,82.8,31.7,19.69,0.082,3.284,1.571,2.548
2020-259-915,286.216,535.558,338.810,81,31.69,21.91,0.091,3.622,1.302,1.862
2020-259-916,99.0648,434.021,365.739,70.49,31.77,20.02,0.084,3.344,1.532,2.156
2020-259-917,116.437,452.981,372.489,69.37,31.81,20.42,0.085,3.411,1.019,1.666
2020-259-918,51.7624,397.494,361.604,72.53,31.82,19.45,0.082,3.268,1.055,1.96
2020-259-919,61.8717,398.484,355.451,78.02,31.92,19.61,0.082,3.297,0.844,1.47
2020-259-920,123.855,450.791,364.444,65.36,32.12,20.48,0.086,3.437,0.446,0.882
2020-259-921,76.2732,414.098,360.760,71.22,32.07,19.84,0.084,3.344,1.075,2.254
2020-259-922,59.0465,395.033,353.619,72.5,31.7,19.52,0.082,3.3,1.81,2.254
2020-259-923,76.5509,409.847,356.044,69.45,31.55,19.58,0.083,3.314,0.856,1.47
2020-259-924,16.8783,363.019,351.120,73.58,31.6,18.66,0.079,3.176,1.365,1.764
2020-259-925,12.3421,358.83,350.103,70.43,31.46,18.61,0.079,3.173,1.129,1.568
2020-259-926,17.5321,365.075,352.646,76.76,31.62,18.82,0.08,3.212,1.315,1.96
2020-259-927,19.5844,372.344,358.423,77.11,31.84,19.05,0.081,3.252,2.313,3.136
2020-259-928,74.4065,413.998,360.949,75.67,31.54,20.15,0.086,3.429,2.277,2.94
2020-259-929,156.284,497.329,385.654,75.11,31.45,21.75,0.092,3.686,2.198,2.842
2020-259-930,290.114,574.528,366.659,71.01,31.43,23.4,0.099,3.946,1.61,2.156
2020-259-931,394.906,639.837,356.223,71.37,31.54,24.45,0.103,4.117,1.823,2.352
2020-259-932,433.6,666.798,354.542,72.68,31.57,25.1,0.106,4.226,1.779,2.352
2020-259-933,514.591,749.946,378.552,72.48,31.71,25.94,0.109,4.365,1.635,2.548
2020-259-934,550.481,758.493,360.161,76.97,31.92,26.41,0.111,4.446,1.535,1.96
2020-259-935,552.416,770.286,369.597,80.9,31.87,26.46,0.112,4.461,1.281,1.568
2020-259-936,452.673,698.098,368.963,76.8,31.94,25.43,0.108,4.312,0.776,1.274
2020-259-937,491.526,709.126,350.836,77.68,32.07,25.98,0.11,4.403,1.351,1.862
2020-259-938,618.183,802.743,351.095,77.69,32.1,27.3,0.115,4.615,1.465,2.156
2020-259-939,618.810,804.580,351.407,76.8,32.1,27.3,0.116,4.623,1.918,2.548
2020-259-940,625.370,810.798,351.753,74.54,31.9,27.52,0.117,4.666,1.421,1.862
2020-259-941,626.157,812.425,351.745,76.06,31.91,27.55,0.117,4.677,1.39,2.45
2020-259-942,596.556,793.955,354.055,72.27,31.96,27.16,0.116,4.624,0.875,1.666
2020-259-943,603.471,793.125,347.118,74.34,32.09,27.15,0.116,4.628,0.224,0.686
2020-259-944,618.845,804.031,345.636,75.98,32.3,27.08,0.116,4.624,0.593,0.882
2020-259-945,460.220,697.675,356.037,84.5,32.38,25.28,0.109,4.347,1.081,1.666
2020-259-946,477.175,697.058,342.040,63.64,32.39,25.25,0.109,4.347,1.241,2.156
2020-259-947,232.82,536.775,363.274,74.14,32.49,21.93,0.096,3.827,1.81,2.352
2020-259-948,21.1351,335.397,319.607,76.8,32.62,18.88,0.083,3.34,1.731,2.352
2020-259-949,10.0528,317.324,309.797,76.82,32.86,18.4,0.082,3.262,1.491,2.646
2020-259-950,3.78457,308.730,305.890,80.5,32.55,18.1,0.08,3.215,1.888,2.744
2020-259-951,1.78793,304.369,303.024,76.96,32.55,17.92,0.08,3.186,1.929,2.744
2020-259-952,-0.229579,301.512,301.339,69.22,32.39,17.79,0.079,3.166,2.345,2.842
2020-259-953,-1.98272,300.679,300.679,84.9,32.16,17.68,0.079,3.151,2.076,2.45
2020-259-954,-2.92193,300.769,300.769,80.8,31.99,17.61,0.079,3.14,2.086,2.646
2020-259-955,-3.28369,301.458,301.458,87.2,31.88,17.55,0.078,3.131,1.671,1.862
2020-259-956,-3.12368,303.369,303.369,41.87,31.86,17.52,0.078,3.131,1.343,1.862
2020-259-957,-3.42282,305.850,305.850,11.27,31.93,17.55,0.078,3.134,1.307,1.764
2020-259-958,-4.46635,308.692,308.692,3.735,32,17.59,0.079,3.144,0.784,1.666
2020-259-959,-4.28546,312.630,312.630,16.5,32.15,17.67,0.079,3.161,1.2,2.254
2020-259-1000,-3.24887,319.144,319.144,82,32.37,17.82,0.08,3.188,2.042,2.352
2020-259-1001,0.250446,327.975,327.532,80.1,32.29,18.04,0.081,3.228,1.789,2.45
2020-259-1002,4.60541,336.226,332.687,84.4,32.17,18.28,0.082,3.269,1.677,1.96
2020-259-1003,15.2006,350.326,338.629,84.2,32.09,18.65,0.083,3.333,1.112,1.568
2020-259-1004,9.42642,355.139,347.873,85.7,32.18,18.75,0.084,3.353,0.395,0.686
